filename,width,height,class,xmin,ymin,xmax,ymax
2#34BN9730#03062020#153433.jpg,176,34,car plate,542,569,718,603
2#34BNE397#07062020#210256.jpg,153,27,car plate,600,609,753,636
2#34BNV661#07062020#123101.jpg,142,27,car plate,698,517,840,544
2#34BNZ123#07062020#134716.jpg,152,27,car plate,618,624,770,651
2#34BOB518#06062020#025246.jpg,181,27,car plate,681,491,862,518
2#34BR0252#03062020#154722.jpg,186,29,car plate,585,667,771,696
2#34BR5676#03062020#124953.jpg,194,32,car plate,505,561,699,593
2#34BR6611#03062020#211619.jpg,197,29,car plate,430,642,627,671
2#34BR8434#03062020#175452.jpg,200,29,car plate,536,641,736,670
2#34BRC595#07062020#125919.jpg,141,25,car plate,498,456,639,481
2#34BS9280#05062020#100250.jpg,175,27,car plate,621,472,796,499
2#34BT3046#03062020#213258.jpg,186,32,car plate,471,611,657,643
2#34BT5533#05062020#203757.jpg,153,27,car plate,496,635,649,662
2#34BT975#03062020#212401.jpg,185,28,car plate,403,616,588,644
2#34BTJ972#08062020#121154.jpg,148,27,car plate,732,592,880,619
2#34BTN247#05062020#105904.jpg,197,33,car plate,680,538,877,571
2#34BTT758#08062020#195719.jpg,159,25,car plate,390,630,549,655
2#34BU2590#03062020#184040.jpg,202,29,car plate,491,639,693,668
2#34BUU289#08062020#123808.jpg,175,28,car plate,482,586,657,614
2#34BUU289#08062020#130729.jpg,178,29,car plate,455,611,633,640
2#34BV1645#06062020#033315.jpg,175,52,car plate,869,574,1044,626
2#34BV7900#03062020#211947.jpg,205,29,car plate,412,624,617,653
2#34BVE578#06062020#023247.jpg,151,28,car plate,431,626,582,654
2#34BVE578#06062020#112000.jpg,157,25,car plate,263,490,420,515
2#34BVH405#08062020#201208.jpg,114,24,car plate,429,611,543,635
2#34BVL599#07062020#162637.jpg,144,25,car plate,634,559,778,584
2#34BVR014#08062020#123528.jpg,148,24,car plate,907,566,1055,590
2#34BVS880#07062020#114334.jpg,142,25,car plate,639,532,781,557
2#34BY6745#03062020#214133.jpg,194,29,car plate,429,631,623,660
2#34BZJ569#05062020#233738.jpg,202,32,car plate,745,610,947,642
2#34BZU198#05062020#105255.jpg,197,32,car plate,638,583,835,615
2#34BZY347#07062020#120155.jpg,149,26,car plate,556,582,705,608
2#34C1012#06062020#032343.jpg,101,50,car plate,817,567,918,617
2#34CAK34#05062020#142927.jpg,158,28,car plate,285,437,443,465
2#34CAL849#07062020#204114.jpg,159,26,car plate,560,623,719,649
2#34CAP865#06062020#143602.jpg,182,28,car plate,706,560,888,588
2#34CAZ97#03062020#141706.jpg,176,33,car plate,892,580,1068,613
2#34CBL125#06062020#033442.jpg,201,34,car plate,754,592,955,626
2#34CCF191#06062020#025622.jpg,209,33,car plate,633,612,842,645
2#34CCF432#05062020#233645.jpg,197,33,car plate,753,583,950,616
2#34CCN475#08062020#195911.jpg,145,27,car plate,629,581,774,608
2#34CCN792#08062020#191419.jpg,142,25,car plate,627,529,769,554
2#34CCU051#05062020#100243.jpg,190,32,car plate,761,543,951,575
2#34CDB603#03062020#004118.jpg,134,24,car plate,742,510,876,534
2#34CDB930#05062020#233205.jpg,194,28,car plate,653,565,847,593
2#34CDH856#06062020#023333.jpg,152,28,car plate,364,604,516,632
2#34CDH856#06062020#112107.jpg,161,26,car plate,408,461,569,487
2#34CDK988#08062020#194230.jpg,153,27,car plate,775,652,928,679
2#34CDN729#06062020#001424.jpg,185,28,car plate,720,569,905,597
2#34CFB593#05062020#233726.jpg,175,27,car plate,743,520,918,547
2#34CFB593#06062020#123051.jpg,72,23,car plate,420,619,492,642
2#34CFB593#06062020#154802.jpg,162,25,car plate,315,552,477,577
2#34CFH470#05062020#104906.jpg,166,26,car plate,697,454,863,480
2#34CFJ991#08062020#123532.jpg,148,25,car plate,521,557,669,582
2#34CFV330#05062020#202431.jpg,153,28,car plate,358,639,511,667
2#34CFV330#06062020#013543.jpg,167,25,car plate,252,561,419,586
2#34CFV680#05062020#233400.jpg,179,28,car plate,647,501,826,529
2#34CGT630#07062020#201704.jpg,149,25,car plate,670,547,819,572
2#34CGV538#07062020#162420.jpg,152,26,car plate,466,622,618,648
2#34CIB040#05062020#103518.jpg,197,32,car plate,814,620,1011,652
2#34CIB822#07062020#160921.jpg,157,26,car plate,467,615,624,641
2#34CJM289#03062020#004015.jpg,104,61,car plate,473,621,577,682
2#34CJM289#07062020#113524.jpg,158,26,car plate,717,617,875,643
2#34CJM289#07062020#215630.jpg,153,26,car plate,605,581,758,607
2#34CJM289#08062020#130323.jpg,152,26,car plate,741,576,893,602
2#34CJR447#07062020#040924.jpg,141,25,car plate,183,563,324,588
2#34CJR447#07062020#114656.jpg,144,25,car plate,549,562,693,587
2#34CJR447#07062020#193057.jpg,148,26,car plate,570,609,718,635
2#34CJR447#08062020#133212.jpg,145,25,car plate,418,572,563,597
2#34CJR515#06062020#031039.jpg,181,29,car plate,691,510,872,539
2#34CKN205#07062020#195206.jpg,143,24,car plate,554,508,697,532
2#34CKY662#07062020#201141.jpg,151,26,car plate,485,608,636,634
2#34CLN326#08062020#145633.jpg,134,25,car plate,342,649,476,674
2#34CLS418#07062020#162418.jpg,149,27,car plate,815,596,964,623
2#34CMC311#07062020#200241.jpg,143,26,car plate,887,576,1030,602
2#34CMF061#07062020#113416.jpg,151,27,car plate,731,611,882,638
2#34CND085#08062020#120759.jpg,148,26,car plate,717,555,865,581
2#34CNJ65#06062020#140059.jpg,176,28,car plate,766,487,942,515
2#34COM290#07062020#203327.jpg,152,25,car plate,393,574,545,599
2#34CPF757#08062020#120414.jpg,156,27,car plate,546,607,702,634
2#34CPM87#03062020#214110.jpg,174,29,car plate,415,562,589,591
2#34CUV77#03062020#125016.jpg,184,34,car plate,670,497,854,531
2#34CVK77#07062020#133746.jpg,150,27,car plate,942,581,1092,608
2#34D6693#03062020#102022.jpg,172,26,car plate,497,636,669,662
2#34DA7260#03062020#125232.jpg,206,32,car plate,598,608,804,640
2#34DAG32#03062020#185926.jpg,193,29,car plate,601,617,794,646
2#34DAN77#03062020#125019.jpg,194,32,car plate,367,565,561,597
2#34DB2498#03062020#125225.jpg,195,32,car plate,294,613,489,645
2#34DB2498#03062020#212322.jpg,180,29,car plate,469,587,649,616
2#34DB7380#03062020#211943.jpg,193,29,car plate,432,637,625,666
2#34DC236#03062020#142750.jpg,180,28,car plate,241,596,421,624
2#34DC3236#07062020#112500.jpg,157,26,car plate,537,600,694,626
2#34DD0123#07062020#161049.jpg,151,25,car plate,404,579,555,604
2#34DE707#03062020#211203.jpg,197,29,car plate,404,622,601,651
2#34DE707#03062020#214251.jpg,189,29,car plate,435,585,624,614
2#34DF3062#03062020#112316.jpg,158,26,car plate,640,556,798,582
2#34DF6460#03062020#213422.jpg,179,29,car plate,380,558,559,587
2#34DG1382#03062020#102042.jpg,149,26,car plate,565,599,714,625
2#34DG5091#03062020#130141.jpg,208,37,car plate,554,612,762,649
2#34DH6708#03062020#212026.jpg,190,28,car plate,471,612,661,640
2#34DJ1544#03062020#211807.jpg,194,33,car plate,408,625,602,658
2#34DJ2122#03062020#143103.jpg,172,28,car plate,699,531,871,559
2#34DK0239#08062020#132509.jpg,156,26,car plate,444,597,600,623
2#34DK0698#03062020#125216.jpg,200,34,car plate,668,593,868,627
2#34DK1876#03062020#171726.jpg,197,37,car plate,790,621,987,658
2#34DK4881#03062020#213539.jpg,183,27,car plate,447,589,630,616
2#34DK6684#03062020#213310.jpg,185,29,car plate,471,593,656,622
2#34DL007#03062020#010649.jpg,137,24,car plate,709,488,846,512
2#34DM0425#03062020#213718.jpg,192,29,car plate,427,619,619,648
2#34DM1982#03062020#095430.jpg,163,26,car plate,708,630,871,656
2#34DM2431#03062020#141851.jpg,175,26,car plate,612,567,787,593
2#34DM3470#03062020#213516.jpg,180,27,car plate,532,597,712,624
2#34DM3599#03062020#211929.jpg,186,29,car plate,417,599,603,628
2#34DM4632#03062020#110740.jpg,156,26,car plate,620,567,776,593
2#34DM4776#03062020#143304.jpg,184,32,car plate,740,605,924,637
2#34DM5695#03062020#183520.jpg,200,32,car plate,534,631,734,663
2#34DM6879#03062020#185304.jpg,197,32,car plate,551,616,748,648
2#34DMM34#03062020#124110.jpg,206,29,car plate,364,622,570,651
2#34DN3878#03062020#123721.jpg,199,33,car plate,569,599,768,632
2#34DN4917#03062020#094919.jpg,158,26,car plate,563,622,721,648
2#34DN5847#03062020#125357.jpg,206,32,car plate,483,621,689,653
2#34DP3855#03062020#174748.jpg,192,32,car plate,628,610,820,642
2#34DP7868#03062020#125339.jpg,189,28,car plate,373,546,562,574
2#34DR9435#03062020#211339.jpg,184,28,car plate,544,588,728,616
2#34DS0216#03062020#101243.jpg,159,28,car plate,503,606,662,634
2#34DS0216#03062020#101346.jpg,143,25,car plate,699,504,842,529
2#34DS1576#03062020#190017.jpg,202,32,car plate,622,644,824,676
2#34DSM66#03062020#212012.jpg,192,32,car plate,435,636,627,668
2#34DT1950#03062020#111639.jpg,159,26,car plate,457,570,616,596
2#34DT4159#03062020#175112.jpg,190,27,car plate,669,620,859,647
2#34DT4727#03062020#125616.jpg,199,34,car plate,437,619,636,653
2#34DT6141#03062020#212353.jpg,184,28,car plate,456,593,640,621
2#34DT7747#03062020#140732.jpg,185,29,car plate,599,627,784,656
2#34DT9220#03062020#143613.jpg,180,33,car plate,675,578,855,611
2#34DT9301#03062020#123851.jpg,197,33,car plate,215,623,412,656
2#34DT9368#03062020#014029.jpg,166,25,car plate,612,638,778,663
2#34DT9960#03062020#123832.jpg,205,33,car plate,456,625,661,658
2#34DU0435#03062020#142710.jpg,184,36,car plate,815,633,999,669
2#34DU3242#03062020#185629.jpg,185,29,car plate,674,627,859,656
2#34DU3315#03062020#111434.jpg,168,27,car plate,363,631,531,658
2#34DV2511#03062020#102122.jpg,157,27,car plate,628,584,785,611
2#34DV3663#03062020#125815.jpg,197,33,car plate,445,554,642,587
2#34DV3850#03062020#142031.jpg,175,34,car plate,762,582,937,616
2#34DV4431#03062020#211458.jpg,179,32,car plate,449,583,628,615
2#34DV5281#03062020#001808.jpg,183,33,car plate,463,573,646,606
2#34DV6115#03062020#143213.jpg,165,49,car plate,800,560,965,609
2#34EA3559#03062020#125935.jpg,199,35,car plate,450,579,649,614
2#34EA4475#03062020#212548.jpg,186,33,car plate,315,599,501,632
2#34EA8207#03062020#111848.jpg,159,27,car plate,722,607,881,634
2#34EB1458#03062020#125402.jpg,195,29,car plate,331,567,526,596
2#34EBR47#03062020#112629.jpg,160,27,car plate,439,618,599,645
2#34EE5720#03062020#013957.jpg,162,27,car plate,582,625,744,652
2#34EF2795#03062020#002316.jpg,186,29,car plate,784,597,970,626
2#34EF8259#03062020#183620.jpg,205,33,car plate,509,632,714,665
2#34EF9950#03062020#214150.jpg,185,27,car plate,309,603,494,630
2#34EG4138#06062020#001309.jpg,195,29,car plate,890,572,1085,601
2#34EG4267#03062020#143230.jpg,190,33,car plate,617,627,807,660
2#34EJ0028#03062020#143729.jpg,179,33,car plate,927,636,1106,669
2#34EJ0387#03062020#014351.jpg,161,26,car plate,486,588,647,614
2#34EJ0390#03062020#185433.jpg,189,29,car plate,551,606,740,635
2#34EJ0547#03062020#141720.jpg,180,34,car plate,199,632,379,666
2#34EJ0704#03062020#141604.jpg,182,35,car plate,750,604,932,639
2#34EJ091#03062020#125139.jpg,202,34,car plate,656,582,858,616
2#34EJ2569#03062020#003556.jpg,182,28,car plate,408,577,590,605
2#34EJ3800#03062020#100459.jpg,164,27,car plate,679,638,843,665
2#34EJ4676#03062020#001837.jpg,180,28,car plate,428,570,608,598
2#34EJ5074#03062020#143207.jpg,178,28,car plate,541,572,719,600
2#34EJ6068#03062020#213023.jpg,190,27,car plate,445,638,635,665
2#34EJ7192#03062020#002437.jpg,176,29,car plate,343,533,519,562
2#34EJ8018#03062020#124810.jpg,199,34,car plate,275,613,474,647
2#34EJ8372#03062020#125355.jpg,199,32,car plate,528,598,727,630
2#34EJ9387#03062020#100421.jpg,163,27,car plate,531,615,694,642
2#34EJV19#07062020#195322.jpg,149,26,car plate,585,522,734,548
2#34EK0389#03062020#110826.jpg,157,25,car plate,569,588,726,613
2#34EK5325#03062020#094305.jpg,164,26,car plate,602,632,766,658
2#34EK6049#03062020#183933.jpg,186,29,car plate,509,572,695,601
2#34EK8151#03062020#212326.jpg,186,32,car plate,418,615,604,647
2#34EK9708#03062020#002850.jpg,181,26,car plate,482,584,663,610
2#34EL0845#03062020#143115.jpg,177,25,car plate,428,512,605,537
2#34EL7476#03062020#142336.jpg,180,34,car plate,811,616,991,650
2#34EL9199#03062020#172501.jpg,178,38,car plate,735,548,913,586
2#34EM3560#03062020#214157.jpg,192,32,car plate,437,615,629,647
2#34EM6737#03062020#211658.jpg,181,29,car plate,451,553,632,582
2#34EN1224#03062020#175555.jpg,190,29,car plate,520,635,710,664
2#34EN6651#03062020#213329.jpg,181,29,car plate,457,594,638,623
2#34EP0114#03062020#094211.jpg,162,28,car plate,599,629,761,657
2#34EP1305#03062020#094906.jpg,166,29,car plate,496,631,662,660
2#34EP5208#03062020#213302.jpg,193,29,car plate,426,616,619,645
2#34EP7689#03062020#125359.jpg,186,34,car plate,653,519,839,553
2#34ES4046#03062020#123938.jpg,197,35,car plate,723,541,920,576
2#34ES7338#03062020#111528.jpg,156,27,car plate,787,586,943,613
2#34ES889#03062020#094328.jpg,160,27,car plate,423,613,583,640
2#34ES9546#03062020#102658.jpg,168,27,car plate,510,644,678,671
2#34ESU94#03062020#123949.jpg,194,28,car plate,450,575,644,603
2#34ET3862#03062020#213555.jpg,193,32,car plate,445,595,638,627
2#34EU0290#03062020#130003.jpg,206,37,car plate,622,585,828,622
2#34EU0575#03062020#002351.jpg,183,28,car plate,380,597,563,625
2#34EU2234#03062020#212156.jpg,182,29,car plate,581,580,763,609
2#34EU2308#03062020#123645.jpg,184,29,car plate,514,567,698,596
2#34EU6603#03062020#212503.jpg,184,28,car plate,316,603,500,631
2#34EU6713#08062020#192626.jpg,159,27,car plate,699,656,858,683
2#34EU6903#03062020#123654.jpg,190,42,car plate,728,546,918,588
2#34EU8260#03062020#123744.jpg,194,28,car plate,435,559,629,587
2#34EU8942#03062020#141252.jpg,175,27,car plate,531,543,706,570
2#34EU9205#03062020#141715.jpg,178,28,car plate,876,629,1054,657
2#34EV2096#08062020#141620.jpg,96,24,car plate,398,622,494,646
2#34EV3318#03062020#132356.jpg,182,27,car plate,257,632,439,659
2#34EV3318#03062020#133929.jpg,182,27,car plate,257,632,439,659
2#34EV4872#03062020#141802.jpg,180,27,car plate,171,598,351,625
2#34EV5992#06062020#001512.jpg,195,35,car plate,707,534,902,569
2#34EV8961#03062020#111721.jpg,153,26,car plate,538,548,691,574
2#34EY0140#03062020#013858.jpg,158,26,car plate,450,604,608,630
2#34EY0681#03062020#212553.jpg,182,29,car plate,777,563,959,592
2#34EY1245#03062020#125645.jpg,185,37,car plate,929,549,1114,586
2#34EY2760#03062020#184049.jpg,193,32,car plate,675,596,868,628
2#34EY3267#03062020#123810.jpg,206,33,car plate,427,621,633,654
2#34EY4922#03062020#213517.jpg,190,29,car plate,559,600,749,629
2#34EY5317#03062020#213610.jpg,184,27,car plate,427,594,611,621
2#34EY6326#03062020#003349.jpg,183,27,car plate,392,598,575,625
2#34EY6761#03062020#143752.jpg,169,28,car plate,134,575,303,603
2#34EY7359#03062020#213829.jpg,186,28,car plate,516,584,702,612
2#34EY9559#03062020#130215.jpg,206,33,car plate,509,613,715,646
2#34EY9809#03062020#002426.jpg,178,29,car plate,379,594,557,623
2#34EZ3391#03062020#212808.jpg,186,29,car plate,519,608,705,637
2#34FA0248#03062020#094227.jpg,162,26,car plate,579,601,741,627
2#34FA5642#03062020#214050.jpg,186,32,car plate,372,588,558,620
2#34FAU11#03062020#012240.jpg,156,26,car plate,589,629,745,655
2#34FB1017#03062020#100719.jpg,162,26,car plate,638,647,800,673
2#34FB4110#03062020#180212.jpg,185,35,car plate,901,600,1086,635
2#34FCM33#03062020#171615.jpg,194,35,car plate,839,592,1033,627
2#34FD0622#03062020#002706.jpg,182,32,car plate,511,575,693,607
2#34FD0802#08062020#133605.jpg,156,28,car plate,1047,630,1203,658
2#34FDP29#03062020#140926.jpg,181,36,car plate,801,608,982,644
2#34FE3212#03062020#181046.jpg,192,28,car plate,573,612,765,640
2#34FE3212#03062020#185447.jpg,186,28,car plate,523,581,709,609
2#34FF0879#03062020#185416.jpg,182,28,car plate,545,563,727,591
2#34FF2541#03062020#013830.jpg,162,33,car plate,621,609,783,642
2#34FF9032#05062020#110435.jpg,210,34,car plate,622,586,832,620
2#34FG3012#03062020#173001.jpg,194,35,car plate,878,587,1072,622
2#34FG5887#03062020#112014.jpg,152,25,car plate,552,556,704,581
2#34FH0672#03062020#125458.jpg,193,33,car plate,397,546,590,579
2#34FH1036#03062020#143316.jpg,181,28,car plate,395,588,576,616
2#34FH1210#03062020#124807.jpg,209,34,car plate,489,590,698,624
2#34FH1765#03062020#213838.jpg,179,28,car plate,458,563,637,591
2#34FH2133#03062020#213946.jpg,185,28,car plate,370,619,555,647
2#34FH2315#03062020#211812.jpg,190,28,car plate,435,594,625,622
2#34FH2892#03062020#141832.jpg,178,35,car plate,879,586,1057,621
2#34FH3017#03062020#125046.jpg,202,38,car plate,707,603,909,641
2#34FH3870#03062020#212344.jpg,183,28,car plate,435,578,618,606
2#34FH6124#03062020#140547.jpg,177,32,car plate,113,646,290,678
2#34FH6184#03062020#141337.jpg,192,32,car plate,456,645,648,677
2#34FH6424#03062020#100641.jpg,164,29,car plate,559,638,723,667
2#34FH7675#03062020#124659.jpg,199,33,car plate,575,571,774,604
2#34FH8634#03062020#184850.jpg,201,33,car plate,406,633,607,666
2#34FH9623#03062020#213322.jpg,189,33,car plate,286,639,475,672
2#34FJ8963#03062020#110748.jpg,162,25,car plate,602,602,764,627
2#34FK1641#03062020#142412.jpg,181,33,car plate,749,606,930,639
2#34FK7240#03062020#211219.jpg,190,29,car plate,505,614,695,643
2#34FKF05#06062020#002203.jpg,197,33,car plate,741,574,938,607
2#34FL0419#03062020#141201.jpg,182,32,car plate,370,628,552,660
2#34FL2704#03062020#103934.jpg,160,34,car plate,778,563,938,597
2#34FLF85#03062020#141513.jpg,184,33,car plate,752,628,936,661
2#34FM1556#03062020#213828.jpg,184,28,car plate,312,581,496,609
2#34FOA15#03062020#112854.jpg,164,24,car plate,430,590,594,614
2#34FOH20#03062020#094610.jpg,165,26,car plate,468,632,633,658
2#34FON39#03062020#111911.jpg,165,25,car plate,547,593,712,618
2#34FOZ40#03062020#002444.jpg,186,28,car plate,483,594,669,622
2#34FRE24#05062020#135254.jpg,146,25,car plate,512,428,658,453
2#34FRK71#03062020#181137.jpg,190,29,car plate,701,572,891,601
2#34FT2673#03062020#213041.jpg,184,29,car plate,512,579,696,608
2#34FT3905#03062020#001827.jpg,191,28,car plate,536,590,727,618
2#34FT5269#03062020#143520.jpg,184,28,car plate,408,626,592,654
2#34FT5557#03062020#142351.jpg,178,33,car plate,816,598,994,631
2#34FT7259#03062020#213804.jpg,166,26,car plate,564,517,730,543
2#34FT7796#03062020#213143.jpg,178,28,car plate,589,611,767,639
2#34FT7957#03062020#001911.jpg,181,29,car plate,522,568,703,597
2#34FT8767#03062020#095006.jpg,135,26,car plate,683,579,818,605
2#34FT9088#03062020#214009.jpg,191,32,car plate,453,624,644,656
2#34FU3458#03062020#140621.jpg,185,27,car plate,347,636,532,663
2#34FU4929#03062020#123905.jpg,195,34,car plate,605,554,800,588
2#34FU7538#03062020#211957.jpg,181,28,car plate,384,594,565,622
2#34FU7751#03062020#212719.jpg,194,32,car plate,449,644,643,676
2#34FU8466#03062020#212431.jpg,189,32,car plate,357,613,546,645
2#34FU8565#03062020#141740.jpg,183,28,car plate,517,634,700,662
2#34FU8664#03062020#124646.jpg,193,33,car plate,388,551,581,584
2#34FU8974#03062020#212831.jpg,196,29,car plate,686,627,882,656
2#34FU9439#03062020#125202.jpg,214,38,car plate,674,619,888,657
2#34FV3878#03062020#211955.jpg,190,29,car plate,435,617,625,646
2#34FV9008#07062020#143735.jpg,150,25,car plate,540,566,690,591
2#34FV9505#03062020#142730.jpg,186,32,car plate,608,627,794,659
2#34FY1384#03062020#212122.jpg,179,28,car plate,460,573,639,601
2#34FY8960#03062020#213740.jpg,191,28,car plate,526,621,717,649
2#34FZ1811#03062020#110819.jpg,151,25,car plate,460,546,611,571
2#34FZ4625#03062020#011323.jpg,144,25,car plate,387,538,531,563
2#34FZ4975#03062020#125223.jpg,195,34,car plate,397,573,592,607
2#34FZ6210#06062020#030846.jpg,197,29,car plate,660,586,857,615
2#34FZ6299#07062020#153724.jpg,161,26,car plate,468,599,629,625
2#34GA3494#03062020#140959.jpg,178,32,car plate,252,622,430,654
2#34GA9921#03062020#212215.jpg,189,29,car plate,392,629,581,658
2#34GB0037#07062020#134629.jpg,160,27,car plate,593,613,753,640
2#34GB0816#06062020#143305.jpg,186,29,car plate,812,536,998,565
2#34GB5218#03062020#185651.jpg,186,33,car plate,595,565,781,598
2#34GB5218#03062020#213026.jpg,195,33,car plate,398,638,593,671
2#34GB930#03062020#185218.jpg,190,32,car plate,558,583,748,615
2#34GC0751#03062020#013217.jpg,172,26,car plate,498,633,670,659
2#34GC8615#03062020#124345.jpg,190,37,car plate,935,513,1125,550
2#34GD3056#03062020#213947.jpg,189,27,car plate,342,632,531,659
2#34GD3917#03062020#165820.jpg,128,29,car plate,591,487,719,516
2#34GD8615#03062020#141647.jpg,175,28,car plate,958,579,1133,607
2#34GE9257#03062020#142125.jpg,178,29,car plate,751,603,929,632
2#34GF1721#03062020#125056.jpg,206,34,car plate,378,607,584,641
2#34GG907#03062020#104255.jpg,157,33,car plate,957,579,1114,612
2#34GH0832#03062020#110816.jpg,164,27,car plate,536,596,700,623
2#34GH1977#03062020#164956.jpg,130,25,car plate,573,515,703,540
2#34GH9650#03062020#155009.jpg,180,28,car plate,653,653,833,681
2#34GJ0682#03062020#185423.jpg,197,29,car plate,634,633,831,662
2#34GJ3081#03062020#102844.jpg,159,27,car plate,518,613,677,640
2#34GJ9892#03062020#213416.jpg,182,28,car plate,290,602,472,630
2#34GK008#03062020#002213.jpg,181,27,car plate,344,565,525,592
2#34GK0910#03062020#211901.jpg,192,28,car plate,507,636,699,664
2#34GK3028#03062020#124648.jpg,200,34,car plate,248,618,448,652
2#34GK4690#03062020#213832.jpg,185,32,car plate,361,622,546,654
2#34GK6595#03062020#142435.jpg,183,27,car plate,453,605,636,632
2#34GL1316#03062020#183243.jpg,197,33,car plate,640,631,837,664
2#34GL9284#03062020#183642.jpg,198,33,car plate,535,627,733,660
2#34GM0576#03062020#153215.jpg,179,33,car plate,439,656,618,689
2#34GM1486#03062020#175529.jpg,190,35,car plate,1035,637,1225,672
2#34GM6750#03062020#183555.jpg,193,29,car plate,588,588,781,617
2#34GM8798#03062020#155755.jpg,176,29,car plate,476,598,652,627
2#34GMS77#05062020#103740.jpg,201,35,car plate,722,602,923,637
2#34GMS77#05062020#110925.jpg,201,35,car plate,722,602,923,637
2#34GN008#03062020#183940.jpg,190,29,car plate,534,608,724,637
2#34GN0817#03062020#212336.jpg,178,27,car plate,498,560,676,587
2#34GN2072#03062020#141117.jpg,182,32,car plate,341,606,523,638
2#34GN6634#03062020#185657.jpg,201,32,car plate,576,626,777,658
2#34GN7225#03062020#142541.jpg,169,27,car plate,566,524,735,551
2#34GN7534#03062020#171441.jpg,211,36,car plate,527,630,738,666
2#34GN8470#03062020#184812.jpg,194,32,car plate,535,604,729,636
2#34GP0734#03062020#124958.jpg,199,33,car plate,607,589,806,622
2#34GP0985#03062020#165434.jpg,136,28,car plate,648,602,784,630
2#34GP1030#03062020#212304.jpg,191,29,car plate,389,622,580,651
2#34GP1786#03062020#112257.jpg,158,29,car plate,809,594,967,623
2#34GP2906#03062020#175434.jpg,191,29,car plate,495,629,686,658
2#34GP3452#03062020#214225.jpg,191,29,car plate,332,628,523,657
2#34GP7160#03062020#003425.jpg,181,29,car plate,388,569,569,598
2#34GP7329#03062020#140821.jpg,184,28,car plate,237,622,421,650
2#34GR0307#03062020#124740.jpg,195,33,car plate,652,565,847,598
2#34GR0363#03062020#125142.jpg,197,27,car plate,586,606,783,633
2#34GR0655#03062020#095131.jpg,162,27,car plate,550,636,712,663
2#34GR1007#03062020#100527.jpg,162,27,car plate,497,611,659,638
2#34GR1261#03062020#125321.jpg,212,35,car plate,491,616,703,651
2#34GR1497#03062020#124617.jpg,198,29,car plate,523,561,721,590
2#34GR1787#03062020#113219.jpg,163,28,car plate,581,615,744,643
2#34GR2799#03062020#112655.jpg,159,26,car plate,572,564,731,590
2#34GR3235#03062020#140534.jpg,178,28,car plate,658,581,836,609
2#34GR3319#07062020#135001.jpg,161,25,car plate,456,624,617,649
2#34GR4013#03062020#130238.jpg,210,32,car plate,449,600,659,632
2#34GR4116#03062020#213453.jpg,190,33,car plate,466,615,656,648
2#34GR4404#03062020#141241.jpg,175,29,car plate,938,569,1113,598
2#34GR4533#03062020#174237.jpg,192,35,car plate,888,621,1080,656
2#34GR4614#03062020#125856.jpg,206,34,car plate,698,607,904,641
2#34GR5049#03062020#212024.jpg,183,25,car plate,344,601,527,626
2#34GR6019#03062020#123734.jpg,200,43,car plate,805,576,1005,619
2#34GR6966#03062020#213910.jpg,163,27,car plate,481,542,644,569
2#34GR7290#03062020#101528.jpg,161,27,car plate,578,626,739,653
2#34GR7580#03062020#185646.jpg,196,34,car plate,515,641,711,675
2#34GR8283#03062020#212511.jpg,193,27,car plate,423,624,616,651
2#34GR9711#03062020#002246.jpg,190,28,car plate,519,600,709,628
2#34GS454#03062020#174721.jpg,201,29,car plate,557,634,758,663
2#34GSS57#03062020#184320.jpg,167,27,car plate,635,503,802,530
2#34GT6108#08062020#123407.jpg,146,26,car plate,669,546,815,572
2#34GT6108#08062020#132343.jpg,150,26,car plate,447,578,597,604
2#34GT7048#06062020#140401.jpg,207,34,car plate,693,607,900,641
2#34GT7683#03062020#213149.jpg,193,34,car plate,314,625,507,659
2#34GV061#06062020#032710.jpg,196,33,car plate,669,535,865,568
2#34GV3864#03062020#213233.jpg,179,29,car plate,512,551,691,580
2#34GV6664#03062020#212006.jpg,190,29,car plate,384,630,574,659
2#34GV8679#03062020#213542.jpg,181,29,car plate,494,589,675,618
2#34GV9932#03062020#212341.jpg,178,28,car plate,525,545,703,573
2#34GY8011#03062020#112808.jpg,160,26,car plate,743,612,903,638
2#34GY8312#03062020#142840.jpg,174,35,car plate,891,579,1065,614
2#34GZ0801#03062020#095545.jpg,156,27,car plate,557,606,713,633
2#34GZ2482#03062020#012853.jpg,162,32,car plate,513,619,675,651
2#34HA6340#03062020#124434.jpg,183,44,car plate,919,511,1102,555
2#34HA764#03062020#213417.jpg,186,32,car plate,463,608,649,640
2#34HB7700#03062020#180225.jpg,194,32,car plate,625,614,819,646
2#34HC488#03062020#155728.jpg,190,27,car plate,623,652,813,679
2#34HD3354#03062020#172656.jpg,192,36,car plate,817,586,1009,622
2#34HE0674#05062020#110411.jpg,182,27,car plate,772,593,954,620
2#34HE7893#08062020#115315.jpg,157,25,car plate,505,619,662,644
2#34HF1298#03062020#142903.jpg,180,28,car plate,432,601,612,629
2#34HF1472#07062020#180302.jpg,133,26,car plate,560,622,693,648
2#34HF4176#07062020#170534.jpg,76,24,car plate,763,565,839,589
2#34HF6788#07062020#221347.jpg,146,27,car plate,607,549,753,576
2#34HG4081#03062020#123813.jpg,195,29,car plate,362,593,557,622
2#34HG4627#03062020#213305.jpg,199,29,car plate,451,642,650,671
2#34HG5091#03062020#124607.jpg,198,29,car plate,465,580,663,609
2#34HG6268#03062020#125951.jpg,213,43,car plate,716,619,929,662
